genres,rating,no_of_votes,meta_score,release_date,gross,budget,countries,log_budget,log_no_of_votes,log_gross,log_gross_bin
"Feel-Good Romance, Holiday Family, Holiday Romance, Psychological Drama, Supernatural Fantasy, Drama, Family, Fantasy, Holiday, Romance",8.6,524000,89.0,1947.0,10635461.0,3180000.0,United States,14.97239206922172,13.169248871698304,16.179704447139777,2
"Adventure Epic, Dark Fantasy, Fairy Tale, Fantasy Epic, Quest, Sword & Sorcery, Teen Fantasy, Adventure, Family, Fantasy",7.3,156000,50.0,1986.0,14685898.0,25000000.0,"United Kingdom, United States",17.034386422832473,11.957617696467539,16.502398339671938,3
"Comedy, Drama, Family",6.0,12000,64.81290322580645,1996.0,26570048.0,12000000.0,United States,16.300417291085605,9.392745258631441,17.095295161919466,4
"Action, Family, Sport",6.1,103000,55.0,1986.0,115103979.0,26000000.0,United States,17.073607134447293,11.542493975902508,18.561346451721565,6
"Slapstick, Adventure, Comedy, Family, Fantasy",4.1,90000,19.0,2003.0,133960541.0,109000000.0,"United States, Canada",18.50685844936773,11.407576060361786,18.71305585186597,7
"Quest, Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",6.4,195000,60.0,2015.0,209035668.0,190000000.0,"United States, Spain, France, Canada, United Kingdom, China, Italy, Germany",19.06253463538792,12.180759965737863,19.15801546043923,8
"Fairy Tale, Quest, Supernatural Fantasy, Adventure, Comedy, Drama, Family, Fantasy, Musical",5.9,151000,69.0,2014.0,212902959.0,50000000.0,"United States, Canada, Italy, United Kingdom",17.72753358339242,11.92504173829169,19.176347033008017,8
"Fairy Tale, Parody, Swashbuckler, Adventure, Comedy, Family, Fantasy",6.8,281000,52.0,1991.0,300854823.0,70000000.0,United States,18.064005814299346,12.546113507028412,19.522138394070804,8
"Sword & Sorcery, Adventure, Family, Fantasy",6.5,320000,52.0,2018.0,655755901.0,200000000.0,"United Kingdom, United States",19.11382792951231,12.676079399771027,20.301299177051998,9
"Coming-of-Age, Comedy, Drama, Family",7.5,64000,52.0,2003.0,48260279.0,30000000.0,"United States, United Kingdom, Slovakia",17.216707972959764,11.06665398721974,17.69211942005067,5
"Globetrotting Adventure, Adventure, Family, Fantasy, Musical",7.0,52000,64.0,1968.0,7500578.0,10000000.0,United Kingdom,16.118095750958314,10.859018228147887,15.830490775526773,2
"Dark Fantasy, Supernatural Fantasy, Teen Adventure, Adventure, Drama, Family, Fantasy, Thriller",6.7,199000,57.0,2016.0,296482446.0,110000000.0,"United States, United Kingdom, Belgium, Canada",18.5159909328476,12.201065128819632,19.507498573975088,8
"Adventure Epic, Buddy Comedy, Cyberpunk, Dark Fantasy, Dinosaur Adventure, Fantasy Epic, High-Concept Comedy, Quest, Sci-Fi Epic, Slapstick",4.2,65000,35.0,1993.0,20928292.0,48000000.0,"United Kingdom, United States, Japan, France",17.6867115897055,11.082157933374816,16.85661253352332,3
"Dark Fantasy, Superhero, Action, Adventure, Fantasy, Sci-Fi",6.9,509000,60.0,2022.0,955775804.0,414900000.0,United States,19.843548087713316,13.140205260167273,20.678033929914736,9
"Action Epic, Adventure Epic, Dark Fantasy, Epic, Fantasy Epic, Globetrotting Adventure, Quest, Sci-Fi Epic, Space Sci-Fi, Sword & Sorcery",8.7,1400000,82.0,1980.0,550016086.0,18000000.0,United States,16.705882371415992,14.151983508870947,20.125458084853953,9
"Sea Adventure, Supernatural Fantasy, Swashbuckler, Action, Adventure, Fantasy",6.5,363000,39.0,2017.0,795922298.0,230000000.0,"United States, Australia, United Kingdom, Canada",19.253589871235295,12.80216086806413,20.49501212472246,9
"Dark Fantasy, Dark Romance, Fairy Tale, Drama, Fantasy, Romance, Sci-Fi",7.3,459000,87.0,2017.0,195243464.0,19400000.0,"United States, Mexico",16.780783675579947,13.036807667689546,19.089757876213568,7
"Adventure Epic, Sea Adventure, Swashbuckler, Action, Adventure, Fantasy",7.1,715000,50.0,2007.0,961691209.0,300000000.0,United States,19.519293035953808,13.480039220276565,20.68420396957647,9
"Supernatural Fantasy, Adventure, Comedy, Fantasy, Sci-Fi",6.1,92000,46.0,2024.0,201967521.0,100000000.0,"United States, Canada, United Kingdom",18.420680753952364,11.429554725537322,19.12361746026042,8
"Teen Drama, Teen Fantasy, Adventure, Drama, Fantasy, Romance",5.6,271000,52.0,2012.0,848593948.0,120000000.0,United States,18.603002309079653,12.509877789891931,20.55909136013908,9
"Legal Thriller, Drama, Fantasy, Mystery, Thriller",7.5,420000,60.0,1997.0,152944660.0,57000000.0,United States,17.858561843342684,12.948012371209098,18.84558672111963,7
"High-Concept Comedy, Slapstick, Superhero, Comedy, Crime, Fantasy",7.0,443000,59.0,1994.0,351583407.0,23000000.0,United States,16.951004817371683,13.001327306361068,19.67795753267319,8
"Adventure Epic, Epic, Fantasy Epic, Sword & Sorcery, Adventure, Drama, Fantasy, Romance",7.3,70000,56.0,1981.0,34971136.0,11000000.0,"United Kingdom, United States",16.213405921671733,11.156264806643742,17.370033622094073,4
"Supernatural Fantasy, Comedy, Drama, Fantasy, Romance",6.3,99000,47.0,1998.0,46733898.0,75000000.0,United States,18.132998684833918,11.502885230075814,17.659980347960346,5
"Alien Invasion, Farce, High-Concept Comedy, Satire, Supernatural Fantasy, Action, Comedy, Fantasy, Sci-Fi",5.6,168000,27.0,2015.0,244874809.0,88000000.0,"China, United States, Canada",18.292847383806116,12.031725210748633,19.316257658322602,8
"Dark Comedy, Splatter Horror, Vampire Horror, Action, Comedy, Fantasy, Horror",6.4,110000,53.0,2023.0,26493921.0,65000000.0,"United States, United Kingdom, Canada",17.989897843244528,11.608244735642321,17.092425906159203,4
"Tragedy, Drama, Fantasy, Thriller",6.6,185000,42.0,2010.0,93621340.0,65000000.0,"United States, United Kingdom, New Zealand",17.989897843244528,12.128116509451258,18.354768917596036,6
"Dark Fantasy, Supernatural Horror, Vampire Horror, Fantasy, Horror",7.8,118000,64.81290322580645,1922.0,45595.0,26000000.0,Germany,17.073607134447293,11.678448377988165,10.727575272356669,0
"Feel-Good Romance, High-Concept Comedy, Holiday Comedy, Holiday Romance, Romantic Comedy, Comedy, Drama, Fantasy, Romance",8.0,712000,72.0,1993.0,71108778.0,14600000.0,United States,16.496532155171714,13.475834594887509,18.079721361131494,6
"Action Epic, Dinosaur Adventure, Disaster, Globetrotting Adventure, Kaiju, Supernatural Fantasy, Action, Adventure, Fantasy, Sci-Fi",6.1,119000,47.0,2024.0,571850016.0,135000000.0,"United States, Australia",18.72078534381011,11.686887175419702,20.164387306919576,9
"Dark Fantasy, Folk Horror, Period Drama, Supernatural Horror, Witch Horror, Drama, Fantasy, Horror, Mystery, Thriller",7.0,329000,84.0,2016.0,40423945.0,4000000.0,"United States, Canada, United Kingdom",15.201805169084134,12.703816069256568,17.514932890112895,4
"Supernatural Horror, Suspense Mystery, Fantasy, Horror, Mystery, Thriller",5.7,55000,46.0,2024.0,33371404.0,26000000.0,"Ireland, United States",17.073607134447293,10.915106645867503,17.32320995352717,4
"Survival, Fantasy, Mystery, Sci-Fi, Thriller",6.9,138000,64.81290322580645,2009.0,1333377.0,12000000.0,"United Kingdom, Australia, United States",16.300417291085605,11.835016210489899,14.103226129854942,1
"Feel-Good Romance, Drama, Fantasy, Romance, Thriller",7.1,246000,52.0,1990.0,505703557.0,22000000.0,United States,16.906553056777135,12.413090879946887,20.04146120181743,9
"High-Concept Comedy, Slapstick, Comedy, Fantasy",6.9,347000,70.0,1997.0,302710615.0,45000000.0,United States,17.622173069956816,12.757082940769225,19.528287844404392,8
"Fairy Tale, Pop Musical, Fantasy, Musical, Romance",7.5,139000,73.0,2024.0,733700120.0,150000000.0,"United States, Japan, Canada, Iceland, United Kingdom",18.826145858727198,11.842236406331555,20.41361094860175,9
"Body Swap Comedy, High-Concept Comedy, Jungle Adventure, Quest, Supernatural Fantasy, Action, Adventure, Comedy, Fantasy",7.0,474000,58.0,2017.0,962544585.0,90000000.0,"United States, Australia, Canada, Mexico, India, United Kingdom",18.31532023940565,13.06896471037963,20.685090946170213,9
"Dark Fantasy, Fantasy Epic, Sword & Sandal, Sword & Sorcery, Adventure, Fantasy",6.9,167000,43.0,1982.0,68851475.0,20000000.0,"United States, Mexico",16.811242881518265,12.025755079404917,18.047462220817646,6
"Dark Comedy, Road Trip, Adventure, Comedy, Drama, Fantasy",7.5,38000,64.81290322580645,2003.0,8449.0,7000000.0,"Canada, United States",15.76142084987672,10.545367754151743,9.041921720351219,0
"Adventure, Drama, Fantasy",7.8,122000,64.0,2008.0,3984390.0,30000000.0,"United States, South Africa, India",17.216707972959764,11.711784520403112,15.19789503544124,2
"Monster Horror, Superhero, Supernatural Fantasy, Supernatural Horror, Action, Fantasy, Horror, Mystery",7.0,389000,50.0,2005.0,230884728.0,100000000.0,"United States, Germany",18.420680753952364,12.871337193291367,19.257429135281804,8
"Dark Fantasy, Supernatural Horror, Vampire Horror, Fantasy, Horror, Mystery",7.3,175000,78.0,2024.0,179625173.0,50000000.0,United States,17.72753358339242,12.07254696717504,19.006382871047755,7
"Body Swap Comedy, Feel-Good Romance, Comedy, Drama, Fantasy, Romance, Sport",6.4,224000,48.0,2009.0,136316880.0,20000000.0,United States,16.811242881518265,12.319405795112926,18.730492740795267,7
"Superhero, Action, Adventure, Fantasy, Sci-Fi",5.7,354000,40.0,2005.0,333535934.0,100000000.0,"Germany, United States, Canada",18.420680753952364,12.777055016970678,19.625261168639653,8
"Film Noir, Drama, Thriller",7.5,23000,68.0,1947.0,9693.0,1600000.0,United States,14.285514812209815,10.043292972227004,9.17926241640532,0
"Dark Comedy, Film Noir, Adventure, Comedy, Drama, Romance, Thriller, War",7.8,39000,90.0,1945.0,12459.0,26000000.0,United States,17.073607134447293,10.571342565808699,9.430278792341444,0
"Film Noir, Survival, Tragedy, Drama",8.1,41000,72.0,1951.0,2300000.0,1800000.0,United States,14.403297778421795,10.62135173563291,14.648420115681892,1
"Film Noir, Drama, Mystery, Thriller",7.1,5000,64.81290322580645,1945.0,9635.0,774000.0,United States,13.559328444560693,8.517393171418904,9.173261363734762,0
"Film Noir, Hard-boiled Detective, Crime, Drama, Mystery, Thriller",7.9,93000,86.0,1946.0,51050.0,250000.0,United States,12.429220196836383,11.440365524765756,10.840580412039547,0
"Film Noir, Hard-boiled Detective, Crime, Drama, Mystery, Thriller",8.3,174000,95.0,1944.0,21026.0,927262.0,United States,13.739992515205028,12.066816325306588,9.953562605168434,0
"Film Noir, Crime, Drama, Mystery, Romance",7.5,15000,84.0,1940.0,16455.0,26000000.0,United States,17.073607134447293,9.61587214452889,9.708445431332793,0
"Film Noir, Crime, Drama",7.2,8000,89.0,1949.0,1165000.0,26000000.0,United States,17.073607134447293,8.987321812850125,13.968232503350668,1
"Film Noir, Crime, Drama, Mystery, Thriller",7.1,9600,64.81290322580645,1962.0,4528.0,26000000.0,"France, Spain, Switzerland",17.073607134447293,9.169622538697624,8.418256443556213,0
"Film Noir, True Crime, Crime, Drama, Thriller",6.9,7500,64.81290322580645,1956.0,7652.0,26000000.0,United States,17.073607134447293,8.922791623969637,8.942853006809921,0
"Caper, Film Noir, Action, Crime, Drama",8.1,37000,89.0,1949.0,5534.0,1300000.0,United States,14.077875591662238,10.518700218288165,8.618846845142738,0
"Film Noir, Action, Crime, Drama, Thriller",7.7,45000,74.0,1948.0,9524420.0,26000000.0,United States,17.073607134447293,10.714439990727769,16.069369689727836,2
"Film Noir, Drama, Romance, Thriller",7.6,37000,64.81290322580645,1946.0,5999.0,26000000.0,United States,17.073607134447293,10.518700218288165,8.699514748210191,0
"Film Noir, Action, Drama, Romance, War",6.2,2900,64.81290322580645,1951.0,4349.0,26000000.0,United States,17.073607134447293,7.972810784121404,8.37793112408273,0
"Film Noir, Crime, Drama",7.2,4500,64.81290322580645,1952.0,5228.0,26000000.0,United States,17.073607134447293,8.412054873292933,8.56197533418813,0
"Film Noir, Crime, Drama, Thriller",7.9,31000,64.81290322580645,1953.0,6804.0,26000000.0,United States,17.073607134447293,10.34177474101152,8.825412915085566,0
"Film Noir, Crime, Drama, Romance, Thriller",7.6,16000,74.0,1950.0,17322.0,400000.0,United States,12.899222326086994,9.680406499268875,9.759790377278941,0
"Film Noir, Psychological Thriller, Thriller",7.5,8000,64.81290322580645,1952.0,24759.0,720000.0,United States,13.487007879880162,8.987321812850125,10.116984726798533,0
"Film Noir, Crime, Drama, Mystery, Romance",7.9,30000,88.0,1945.0,11751.0,1453000.0,United States,14.189141630783428,10.308985993422082,9.371778717853713,0
"Film Noir, Drama, Mystery, Thriller",7.6,10000,88.0,1949.0,373185.0,26000000.0,United Kingdom,17.073607134447293,9.210440366976517,12.829832233854038,0
"Film Noir, Crime, Sport, Thriller",7.8,16000,64.81290322580645,1950.0,43024.0,26000000.0,United Kingdom,17.073607134447293,9.680406499268875,10.66953662107974,0
"Film Noir, Psychological Thriller, Crime, Drama, Thriller",7.9,145000,88.0,1951.0,51734.0,1200000.0,United States,13.997832948091215,11.884495917930655,10.853889814039052,0
"Film Noir, Hard-boiled Detective, Whodunnit, Drama, Mystery, Thriller",8.1,189000,97.0,1950.0,1406393.0,26000000.0,United Kingdom,17.073607134447293,12.149507585033072,14.156539539692345,1
"Film Noir, Drama",8.0,38000,100.0,1957.0,8025.0,3400000.0,United States,15.039286283703994,10.545367754151743,8.990441550826862,0
"Film Noir, Crime, Drama",7.3,7300,64.81290322580645,1951.0,72464.0,26000000.0,United Kingdom,17.073607134447293,8.895766604056085,11.190858965656616,0
"Film Noir, Adventure, Romance, Thriller, War",6.6,3700,64.81290322580645,1946.0,9719952.0,26000000.0,United States,17.073607134447293,8.216358332386156,16.089691341033983,2
"Film Noir, Crime, Drama, Mystery",7.7,25000,64.81290322580645,1946.0,58222.0,26000000.0,United States,17.073607134447293,10.12667110305036,10.972035744656358,0
"Dark Comedy, Film Noir, Psychological Drama, Showbiz Drama, Tragedy, Drama",8.4,247000,94.0,1950.0,309467.0,1752000.0,United States,14.376269121254566,12.417147664184915,12.642609973192748,0
"Film Noir, Adventure, Crime, Drama, Romance",6.6,4000,64.81290322580645,1952.0,3530.0,26000000.0,United States,17.073607134447293,8.294299608857235,8.169336395928386,0
"Film Noir, Heist, Crime, Drama, Thriller",7.8,31000,85.0,1950.0,29868.0,1232000.0,United States,14.024150234763585,10.34177474101152,10.304576432243314,0
"Film Noir, Crime, Drama, Mystery, Sci-Fi, Thriller",7.5,23000,64.81290322580645,1955.0,952000.0,410000.0,United States,12.923914877701906,10.043292972227004,13.766321364193118,1
"Film Noir, Hard-boiled Detective, Drama, Mystery, Romance, Thriller",7.9,37000,64.81290322580645,1950.0,22276.0,26000000.0,United States,17.073607134447293,10.518700218288165,10.011310035064874,0
"Film Noir, Crime, Drama, Thriller",7.9,112000,99.0,1958.0,2285063.0,829000.0,United States,13.627976640389322,11.626263078808801,14.64190459067094,1
"Film Noir, Crime, Drama",7.3,21000,64.81290322580645,1946.0,16172.0,30000.0,United States,10.308985993422082,9.952325334619427,9.69109846411978,0
"Film Noir, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller",8.0,102000,97.0,1955.0,5105.0,795000.0,United States,13.586098651497313,11.532737896139919,8.53817159780143,0
"Film Noir, Crime, Drama, Thriller",7.6,12000,87.0,1947.0,65759.0,26000000.0,United Kingdom,17.073607134447293,9.392745258631441,11.093767029730062,0
"Action, Drama, History, Thriller",7.6,75000,62.0,2019.0,21315827.0,17300000.0,"Australia, United States, United Kingdom, Singapore, India",16.666217117271472,11.225256725762893,16.87496045331015,3
"Action Epic, Epic, Historical Epic, Period Drama, War Epic, Action, Drama, History, Thriller, War",7.8,768000,94.0,2017.0,533696799.0,100000000.0,"United Kingdom, Netherlands, France, United States",18.420680753952364,13.551546314212295,20.095338445408363,9
"Historical Epic, Jungle Adventure, Period Drama, Tragedy, Adventure, Drama, History",7.4,68000,55.0,1986.0,17503446.0,24500000.0,"United Kingdom, France, United States",17.01418371633128,11.127277689932466,16.67790839092599,3
"Period Drama, Steamy Romance, Drama, History, Romance",6.5,25000,72.0,2020.0,1109287.0,26000000.0,"United Kingdom, Australia, United States",17.073607134447293,10.12667110305036,13.9192289260355,1
"Legal Drama, Legal Thriller, Period Drama, Political Drama, Political Thriller, Spy, Drama, History, Thriller, War",7.6,335000,81.0,2015.0,165478348.0,40000000.0,"United States, India, Germany",17.50439003707821,12.721888795877375,18.924350922471213,7
"Docudrama, Period Drama, Political Drama, Biography, Drama, History",7.4,94000,84.0,2021.0,7478009.0,26000000.0,United States,17.073607134447293,11.451060699493427,15.827477271774253,2
"Psychological Drama, Quest, Tragedy, Action, Adventure, Biography, Drama, History",7.8,65000,64.81290322580645,1977.0,37794.0,370000.0,"West Germany, Mexico",12.821260987319457,11.082157933374816,10.539932097726277,0
"Computer Animation, Time Travel, Adventure, Animation, Comedy, Family, Fantasy, History, Sci-Fi",6.7,81000,59.0,2014.0,275698039.0,145000000.0,"United States, India",18.7922443072814,11.302216779257382,19.434816766792114,8
"Period Drama, War Epic, Adventure, Biography, Drama, History, War",6.4,71000,54.0,1999.0,66976317.0,85000000.0,"Czech Republic, France, United States",18.258161826219297,11.170449240431308,18.019849652186014,5
"Spy, Drama, History, Mystery, Thriller",7.2,78000,65.0,2021.0,26001227.0,26000000.0,"United Kingdom, United States",17.073607134447293,11.264476926102367,17.073654325639648,4
"Docudrama, Drama, History, Sport",6.7,6900,65.0,2024.0,3060040.0,26000000.0,"United States, Colombia",17.073607134447293,8.839421607620602,14.933938872531613,1
"Action, Drama, History, War",5.9,14000,46.0,2022.0,4420183.0,26000000.0,Czech Republic,17.073607134447293,9.546884034617925,15.301691882146695,2
"Period Drama, Sword & Sandal, Adventure, Biography, Drama, History, Romance",7.1,74000,55.0,2009.0,39457342.0,70000000.0,"Spain, Malta, Bulgaria, United States",18.064005814299346,11.211833885608513,17.490730722282585,4
"Docudrama, Biography, Drama, History, Sport",7.3,171000,74.0,2009.0,122426792.0,60000000.0,United States,17.909855136853043,12.049424683420915,18.623023801146857,7
"Action, Drama, History, Romance, Thriller, War",7.2,57000,59.0,2016.0,5079219.0,26000000.0,"United Kingdom, France, United States, Czech Republic",17.073607134447293,10.950824090522445,15.440668264458598,2
"Biography, Drama, History, Thriller",7.1,23000,65.0,1984.0,35616970.0,10000000.0,United States,16.118095750958314,10.043292972227004,17.38833279571363,4
"Quest, Action, Adventure, History",6.6,135000,42.0,1999.0,61698899.0,160000000.0,United States,18.8906843794481,11.813037464800539,17.93777666051572,5
"Adventure, Comedy, Family, History, Sport",7.0,117000,60.0,1993.0,154856263.0,14000000.0,United States,16.454567959008102,11.669937760751914,18.858007915615694,7
"Action, Drama, History, War",7.2,155000,65.0,2002.0,115374915.0,75000000.0,"United States, France, Germany, United Kingdom",18.132998684833918,11.951186847493476,18.563697522726354,7
"Political Thriller, Spy, Drama, History, Thriller",6.7,110000,61.0,2006.0,100266865.0,110000000.0,"United States, France",18.5159909328476,11.608244735642321,18.423345849401787,6
"Dark Comedy, Period Drama, Satire, Comedy, Drama, History",7.3,119000,88.0,2018.0,24646055.0,13000000.0,"France, United Kingdom, Belgium, Canada, United States",16.380459992348886,11.686887175419702,17.020127445651607,3
"Period Drama, Action, Drama, History, War",6.2,15000,71.0,2024.0,1404940.0,26000000.0,"United Kingdom, United States",17.073607134447293,9.61587214452889,14.155505866985695,1
"Dinosaur Adventure, Period Drama, Action, Adventure, Drama, Fantasy, History",5.1,137000,34.0,2008.0,269784201.0,105000000.0,"United States, South Africa, New Zealand, Germany",18.46947091764561,11.827743504053695,19.413132945538745,8
"Costume Drama, Period Drama, Biography, Drama, History, Romance, Thriller",6.9,89000,62.0,2008.0,43343384.0,26000000.0,"United Kingdom, Italy, France, United States",17.073607134447293,11.39640288460621,17.58466465439129,4
"Rock Musical, Drama, History, Musical",7.4,31000,64.0,1973.0,115531.0,26000000.0,United States,17.073607134447293,10.34177474101152,11.657302826848039,0
"Period Drama, Tragic Romance, Comedy, Drama, History, Romance",7.1,238000,87.0,1999.0,289317794.0,25000000.0,"United Kingdom, United States",17.034386422832473,12.380030154325457,19.483036278597357,8
"Dark Comedy, Parody, Sketch Comedy, Slapstick, Comedy, History, Musical",6.8,57000,47.0,1981.0,31672907.0,11000000.0,United States,16.213405921671733,10.950824090522445,17.27097223621293,4
"Action, Drama, History, War",6.4,5100,66.0,2024.0,764882.0,26000000.0,"United Kingdom, Australia, New Zealand",17.073607134447293,8.537191877922927,13.547478159935508,1
"Conspiracy Thriller, Legal Drama, Legal Thriller, Biography, Crime, Drama, History, Thriller, War",7.5,67000,53.0,2021.0,7527030.0,14000000.0,"United Kingdom, United States",16.454567959008102,11.112462823634855,15.834011232514897,2
"Action Epic, Costume Drama, Epic, Historical Epic, Drama, History, Thriller",7.3,193000,67.0,2021.0,30552111.0,100000000.0,"United States, United Kingdom",18.420680753952364,12.170450649220749,17.23494437376189,4
"Historical Epic, War Epic, Drama, History, War",7.4,64000,63.0,1977.0,50750000.0,27000000.0,"United States, United Kingdom",17.11134746100564,11.06665398721974,17.742422195590603,5
"Costume Drama, Epic, Historical Epic, Period Drama, Drama, History, Mystery",6.3,1300,62.0,2024.0,91202.0,26000000.0,"United States, Italy",17.073607134447293,7.170888478512505,11.420843070258245,0
"Crime, Drama, History, Romance",5.4,20000,42.0,2012.0,9374932.0,26000000.0,"United Kingdom, Italy, France",17.073607134447293,9.90353755128617,16.053549983128544,2
"Docudrama, Tragedy, Action, Drama, History, Thriller",7.6,113000,90.0,2006.0,76700659.0,15000000.0,"United States, United Kingdom, France",16.52356082573315,11.635151947212842,18.15542087125483,6
"Docudrama, Workplace Drama, Drama, History",7.3,46000,74.0,2022.0,13944212.0,32000000.0,"United States, Japan",17.281246492014,10.736418414365376,16.45057514145259,3
"Epic, Period Drama, War Epic, Action, Drama, History, War",7.2,302000,63.0,2000.0,215294342.0,110000000.0,"Germany, United States",18.5159909328476,12.618185607609803,19.187516687024235,8
"True Crime, Crime, Drama, History, Mystery, Thriller",6.4,77000,41.0,2015.0,12951093.0,50000000.0,"Czech Republic, United States, Russia",17.72753358339242,11.251573687764477,16.37669082130617,2
"Period Drama, Drama, History, Western",6.4,12000,73.0,2021.0,205878.0,26000000.0,"United States, Romania, United Kingdom, France, Russia",17.073607134447293,9.392745258631441,12.235043896556526,0
"Period Drama, Drama, History",7.2,127000,79.0,2017.0,23834809.0,46000000.0,"United States, United Kingdom, Italy, Taiwan, Mexico, Japan",17.6441519761925,11.751950239425476,16.986657675118764,3
"Historical Epic, War Epic, Drama, History, War",7.6,205000,78.0,1999.0,98126565.0,52000000.0,United States,17.76675429577647,12.230770136157428,18.401768693175168,6
"Costume Drama, Historical Epic, Period Drama, Tragedy, Adventure, Drama, History, Romance",7.0,33000,62.0,1984.0,8613462.0,25000000.0,"United Kingdom, United States",17.034386422832473,10.404293143019792,15.96883700227682,2
"Conspiracy Thriller, Period Drama, Comedy, Drama, History, Mystery, Thriller",6.1,100000,49.0,2022.0,31245810.0,80000000.0,"United States, Japan",18.197537205138154,11.51293546492023,17.25739587716145,4
"Biography, Drama, History",7.5,75000,92.0,1994.0,24822619.0,31000000.0,United States,17.249497794707484,11.225256725762893,17.0272658922019,3
"Period Drama, Political Thriller, Drama, History, Thriller, War",7.1,266000,56.0,2008.0,201545517.0,75000000.0,"United Kingdom, France, Germany, Italy, Spain, Japan, United States",18.132998684833918,12.491255347155265,19.12152580962204,8
"Epic, Historical Epic, Period Drama, Drama, History",7.9,32000,100.0,1963.0,211804.0,26000000.0,"Italy, France",17.073607134447293,10.373522431293592,12.26342131904738,0
"Docudrama, Biography, Drama, History",7.1,15000,46.0,2023.0,54293684.0,26000000.0,United States,17.073607134447293,9.61587214452889,17.809918479798444,5
"Disaster, Docudrama, Tragedy, Action, Drama, History, Thriller",7.1,190000,68.0,2016.0,121790373.0,110000000.0,"United States, Hong Kong",18.5159909328476,12.154784614286667,18.617811878918253,7
"Drama, History",6.9,3400,85.0,2024.0,2982583.0,26000000.0,"Italy, France, Belgium",17.073607134447293,8.131824785007195,14.908300596849303,1
"Docudrama, Political Drama, Political Thriller, Drama, History, Thriller",7.4,329000,95.0,2013.0,132820716.0,40000000.0,"United States, India, Jordan",17.50439003707821,12.703816069256568,18.70451078434566,7
"Conspiracy Thriller, Political Drama, Political Thriller, Workplace Drama, Drama, History, Thriller",7.9,130000,84.0,1976.0,70601199.0,8500000.0,United States,15.955576839107596,11.775297421715827,18.072557699486158,6
"War Epic, Action, Adventure, Drama, History, War",7.8,173000,89.0,2007.0,68673228.0,19000000.0,United States,16.759949589762293,12.06105265381003,18.044870001480582,5
"Docudrama, Action, Drama, History, War",6.8,45000,71.0,2020.0,2327336.0,18000000.0,United States,16.705882371415992,10.714439990727769,14.660235253457573,1
"Docudrama, Period Drama, Biography, Drama, History",7.3,85000,64.0,1997.0,44229441.0,36000000.0,United States,17.399029524198163,11.350418300109132,17.604901233893347,5
"Costume Drama, Docudrama, Period Drama, War Epic, Biography, Drama, History, War",6.8,77000,45.0,2007.0,75782758.0,55000000.0,"United Kingdom, France, United States, Germany",17.822843761378564,11.251573687764477,18.143381370915197,6
"Period Drama, Drama, History, War",7.3,131000,92.0,2024.0,52631884.0,15000000.0,"United Kingdom, Poland, United States",16.52356082573315,11.782960235741939,17.778832672763063,5
"Drama, History, Romance, Thriller, War",7.5,47000,61.0,2007.0,67091915.0,15000000.0,"Taiwan, United States, Hong Kong, China",16.52356082573315,10.757924157061597,18.021574117783835,5
"Drama, History, Thriller",8.2,1400,64.81290322580645,2024.0,7677156.0,26000000.0,"Czech Republic, Slovakia",17.073607134447293,7.244941546337007,15.85375985429781,2
"Comedy, Drama, History",7.7,15000,59.0,2025.0,49983644.0,26000000.0,Italy,17.073607134447293,9.61587214452889,17.727206409883546,5
"Desert Adventure, Globetrotting Adventure, Survival, Adventure, Drama, History",7.3,124000,66.0,2011.0,24172201.0,30000000.0,"United States, Poland, United Arab Emirates, India",17.216707972959764,11.728044909070785,17.000713853205102,3
"War Epic, Action, Drama, History, War",6.7,100000,47.0,2019.0,127390389.0,100000000.0,"United States, Canada, China, Hong Kong",18.420680753952364,11.51293546492023,18.662766866546075,7
"Feel-Good Romance, Period Drama, Drama, History, Romance",7.4,17000,85.0,2024.0,10461523.0,26000000.0,"France, Belgium",17.073607134447293,9.741027444837728,16.163214703884893,2
"Legal Drama, Legal Thriller, Political Drama, Political Thriller, Drama, History, Thriller",8.0,175000,72.0,1991.0,205405498.0,40000000.0,"United States, France",17.50439003707821,12.07254696717504,19.14049662725226,8
"Drama, History",6.8,20000,82.0,2024.0,10890394.0,26000000.0,"Ireland, Belgium, United States",17.073607134447293,9.90353755128617,16.203391766060335,2
"Drama, History",7.2,7200,75.0,2024.0,4837596.0,38000000.0,United States,17.453096744006448,8.881975184248867,15.391928667798728,2
"Action, Adventure, Drama, History, Romance, War",6.8,2600,64.81290322580645,2025.0,3725375.0,26000000.0,China,17.073607134447293,7.8636512654486515,15.130678344299055,1
"Drama, Family, History, Musical",6.9,23000,46.0,1992.0,2819485.0,15000000.0,United States,16.52356082573315,10.043292972227004,14.852065156797645,1
"Martial Arts, Period Drama, Action, Drama, History, Thriller",6.2,234,64.81290322580645,2024.0,1636341.0,26000000.0,Japan,17.073607134447293,5.459585514144159,14.307973820752432,1
"Political Thriller, Spy, True Crime, Biography, Crime, Drama, History, Thriller",7.0,63000,74.0,2007.0,40953935.0,26000000.0,United States,17.073607134447293,11.050905878263567,17.527958480860505,4
"Disaster, Tragedy, Drama, History, Thriller",7.5,254000,73.0,2013.0,198087212.0,45000000.0,"Spain, Thailand, United States",17.622173069956816,12.445093483000798,19.10421796137748,8
